의안ID,의안번호,법률안명,소관위원회,제안일,본회의심의결과,대수,상세페이지,제안자,제안자목록링크,법사위처리일,법사위상정일,법사위회부일,소관위처리결과,소관위처리일,소관위상정일,소관위회부일,의결일,소관위원회ID,공동발의자,법사위처리결과,대표발의자
012082,131417,농수산물가공산업육성법안,농림수산위원회,1991-11-20,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=012082&ageFrom=13&ageTo=13,김진영의원 외 20인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=012082,,,,,,,1991-11-22,1992-05-29,9700028,,,김진영
012077,131411,사면법중개정법률안,법제사법위원회,1991-11-13,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=012077&ageFrom=13&ageTo=13,윤길중의원 외 56인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=012077,,,,,,,1991-11-14,1992-05-29,9700006,,,윤길중
012073,131410,지방자치법중개정법률안,내무위원회,1991-11-12,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=012073&ageFrom=13&ageTo=13,류준상의원등 10인 외 65인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=012073,,,,,,,1991-11-13,1992-05-29,9700017,"강금식,김충조,박형오,이영권,이찬구,정균환,최락도,최봉구,허탁",,류준상
012074,131406,농어촌도로정비법안,내무위원회,1991-11-12,원안가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=012074&ageFrom=13&ageTo=13,김근수의원 외 40인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=012074,1991-11-19,1991-11-19,1991-11-18,원안가결,1991-11-18,1991-11-15,1991-11-12,1991-11-20,9700017,,수정가결,김근수
012067,131403,바르게살기운동조직육성법안,내무위원회,1991-11-11,원안가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=012067&ageFrom=13&ageTo=13,강우혁의원 외 21인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=012067,1991-12-17,,1991-11-27,원안가결,1991-11-26,1991-11-26,1991-11-12,1991-12-18,9700017,,심사미료,강우혁
012070,131399,농수산물유통및가격안정에관한법률중개정법률안,농림수산위원회,1991-11-11,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=012070&ageFrom=13&ageTo=13,신재기의원 외 31인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=012070,,,,,,,1991-11-12,1992-05-29,9700028,,,신재기
012071,131398,농어촌발전특별조치법중개정법률안,농림수산위원회,1991-11-11,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=012071&ageFrom=13&ageTo=13,박태권의원등 2인 외 20인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=012071,,,,,,,1991-11-12,1992-05-29,9700028,지연태,,박태권
012008,131344,자동차운수사업법중개정법률안,교통체신위원회,1991-10-26,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=012008&ageFrom=13&ageTo=13,최기선의원 외 19인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=012008,,,,,,,1991-10-30,1992-05-29,9700045,,,최기선
012009,131343,대한소방공제회법안,내무위원회,1991-10-26,원안가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=012009&ageFrom=13&ageTo=13,강우혁의원 외 19인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=012009,1991-11-08,1991-11-08,1991-11-08,원안가결,1991-11-08,1991-11-06,1991-10-30,1991-11-11,9700017,,수정가결,강우혁
012007,131341,경찰공제회법안,내무위원회,1991-10-25,원안가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=012007&ageFrom=13&ageTo=13,김근수의원 외 25인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=012007,1991-11-08,1991-11-08,1991-11-08,원안가결,1991-11-08,1991-11-06,1991-10-26,1991-11-11,9700017,,수정가결,김근수
012001,131336,헌법재판소법중개정법률안,법제사법위원회,1991-10-24,수정가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=012001&ageFrom=13&ageTo=13,김제태의원 외 20인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=012001,,,,수정가결,1991-11-08,1991-11-08,1991-10-25,1991-11-11,9700006,,,김제태
011999,131334,지방자치법중개정법률안,내무위원회,1991-10-23,철회,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011999&ageFrom=13&ageTo=13,류준상의원등 9인 외 66인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011999,,,,,,,1991-10-26,1991-11-12,9700017,"강금식,김충조,이영권,이찬구,정균환,최락도,최봉구,허탁",,류준상
011991,131332,지방세법중개정법률안,내무위원회,1991-10-22,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011991&ageFrom=13&ageTo=13,강금식의원등 9인 외 66인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011991,,,,대안반영폐기,1991-11-18,1991-11-18,1991-10-24,1991-11-20,9700017,"김충조,류인학,류준상,이영권,이찬구,정균환,최봉구,허탁",,강금식
011995,131331,상속세법중개정법률안,재무위원회,1991-10-22,폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011995&ageFrom=13&ageTo=13,류인학의원등 10인 외 66인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011995,,,,폐기,1991-12-02,1991-10-30,1991-10-24,1991-12-02,9700011,"강금식,김봉욱,김정길,김정길,류준상,이경재,임춘원,허경만,홍영기",,류인학
011996,131330,특별소비세법중개정법률안,재무위원회,1991-10-22,폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011996&ageFrom=13&ageTo=13,류인학의원등 10인 외 66인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011996,,,,폐기,1991-12-02,1991-12-02,1991-10-22,1991-12-02,9700011,"강금식,김봉욱,김정길,김정길,류준상,이경재,임춘원,허경만,홍영기",,류인학
011994,131329,조세감면규제법중개정법률안,재무위원회,1991-10-22,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011994&ageFrom=13&ageTo=13,류인학의원등 10인 외 66인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011994,,,,대안반영폐기,1991-11-26,1991-11-26,1991-10-22,1991-12-02,9700011,"강금식,김봉욱,김정길,김정길,류준상,이경재,임춘원,허경만,홍영기",,류인학
011993,131328,소득세법중개정법률안,재무위원회,1991-10-22,폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011993&ageFrom=13&ageTo=13,류인학의원등 10인 외 66인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011993,,,,폐기,1991-12-02,1991-12-02,1991-10-22,1991-12-02,9700011,"강금식,김봉욱,김정길,김정길,류준상,이경재,임춘원,허경만,홍영기",,류인학
011998,131327,부가가치세법중개정법률안,재무위원회,1991-10-22,폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011998&ageFrom=13&ageTo=13,류인학의원등 10인 외 66인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011998,,,,폐기,1991-12-02,1991-10-30,1991-10-22,1991-12-02,9700011,"강금식,김봉욱,김정길,김정길,류준상,이경재,임춘원,허경만,홍영기",,류인학
011997,131326,법인세법중개정법률안,재무위원회,1991-10-22,폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011997&ageFrom=13&ageTo=13,류인학의원등 10인 외 66인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011997,,,,폐기,1991-12-02,1991-12-02,1991-10-22,1991-12-02,9700011,"강금식,김봉욱,김정길,김정길,류준상,이경재,임춘원,허경만,홍영기",,류인학
011992,131325,국세와지방세의조정등에관한법률중개정법률안,재무위원회,1991-10-22,폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011992&ageFrom=13&ageTo=13,류인학의원등 10인 외 66인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011992,,,,폐기,1991-12-02,1991-10-30,1991-10-22,1991-12-02,9700011,"강금식,김봉욱,김정길,김정길,류준상,이경재,임춘원,허경만,홍영기",,류인학
011985,131323,농어촌진흥공사및농지관리기금법중개정법률안,농림수산위원회,1991-10-21,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011985&ageFrom=13&ageTo=13,류인학의원등 9인 외 67인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011985,,,,,,,1991-10-22,1992-05-29,9700028,"김영진,김영진,노무현,류준상,박형오,이재근,이형배,이희천",,류인학
011978,131312,경찰공제회법안,내무위원회,1991-10-16,철회,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011978&ageFrom=13&ageTo=13,김근수의원 외 19인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011978,,,,,,,1991-10-17,1991-10-21,9700017,,,김근수
011977,131311,대한소방공제회법안,내무위원회,1991-10-16,철회,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011977&ageFrom=13&ageTo=13,강우혁의원 외 19인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011977,,,,,,,1991-10-17,1991-10-21,9700017,,,강우혁
011972,131307,자연환경보전법안,보건사회위원회,1991-10-14,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011972&ageFrom=13&ageTo=13,박영숙의원등 5인 외 70인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011972,,,,대안반영폐기,1991-11-27,1991-11-22,1991-10-17,1991-12-16,9700042,"김충조,류준상,이돈만,정기영",,박영숙
011971,131305,정부조직법중개정법률안,행정위원회,1991-10-12,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011971&ageFrom=13&ageTo=13,류준상의원등 6인 외 69인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011971,,,,,,,1991-10-15,1992-05-29,9700007,"류인학,문동환,박실,이수인,조순승",,류준상
011934,131268,한글전용에관한법률개정법률안,문화공보위원회,1991-09-10,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011934&ageFrom=13&ageTo=13,최재욱의원등 3인 외 90인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011934,,,,,,,1991-09-12,1992-05-29,9700184,"조홍규,최무룡",,최재욱
011902,131237,국가유공자예우등에관한법률중개정법률안,보건사회위원회,1991-07-08,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011902&ageFrom=13&ageTo=13,신상우의원 외 22인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011902,,,,,,,1991-07-10,1992-05-29,9700042,,,신상우
011887,131220,전투경찰대설치법중개정법률안,내무위원회,1991-05-03,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011887&ageFrom=13&ageTo=13,이상수의원등 8인 외 58인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011887,,,,,,,1991-05-04,1992-05-29,9700017,"김충조,류인학,이영권,이찬구,정균환,최락도,최봉구",,이상수
011886,131219,집회및시위에관한법률중개정법률안,내무위원회,1991-05-03,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011886&ageFrom=13&ageTo=13,이상수의원등 8인 외 58인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011886,,,,,,,1991-05-04,1992-05-29,9700017,"김충조,류인학,이영권,이찬구,정균환,최락도,최봉구",,이상수
011883,131217,지방의회의원선거법중개정법률안,내무위원회,1991-05-01,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011883&ageFrom=13&ageTo=13,최락도의원 외 65인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011883,,,,,,,1991-05-03,1992-05-29,9700017,,,최락도
011882,131216,지방자치법중개정법률안,내무위원회,1991-05-01,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011882&ageFrom=13&ageTo=13,최락도의원 외 65인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011882,,,,,,,1991-05-03,1992-05-29,9700017,,,최락도
011873,131207,환경영향평가에관한법률안,보건사회위원회,1991-04-23,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011873&ageFrom=13&ageTo=13,정기영의원등 4인 외 62인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011873,,,,,,,1991-04-25,1992-05-29,9700042,"박영숙,이철용,조세형",,정기영
011860,131194,대한민국헌정회육성법안,국회운영위원회,1991-04-16,수정가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011860&ageFrom=13&ageTo=13,김종호의원등 4인 외 108인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011860,1991-05-07,1991-05-07,1991-05-06,수정가결,1991-05-06,1991-05-06,1991-04-17,1991-05-08,9700005,"김덕규,김영배,서정화",원안가결,김종호
011844,131176,상법중개정법률안,법제사법위원회,1991-02-06,수정가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011844&ageFrom=13&ageTo=13,김덕룡의원 외 21인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011844,,,,수정가결,1991-05-07,1991-02-07,1991-02-07,1991-05-08,9700006,,,김덕룡
011836,131171,양곡관리기금법개정법률안,농림수산위원회,1991-02-02,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011836&ageFrom=13&ageTo=13,이형배의원등 5인 외 23인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011836,,,,,,,1991-02-04,1992-05-29,9700028,"김영진,김영진,박형오,이희천",,이형배
011838,131170,농수산물수출입에관한특례법안,농림수산위원회,1991-02-02,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011838&ageFrom=13&ageTo=13,이형배의원등 2인 외 23인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011838,,,,,,,1991-02-04,1992-05-29,9700028,이희천,,이형배
011831,131166,교육자치법안,문교체육위원회,1991-01-31,폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011831&ageFrom=13&ageTo=13,박석무의원등 3인 외 68인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011831,,,,폐기,1991-02-06,1991-02-02,1991-02-01,1991-02-07,9700026,"이상옥,최훈",,박석무
011832,131165,학교보건법중개정법률안,문교체육위원회,1991-01-31,수정가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011832&ageFrom=13&ageTo=13,박석무의원등 3인 외 68인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011832,1991-02-07,1991-02-07,1991-02-07,수정가결,1991-02-06,1991-02-06,1991-02-01,1991-02-07,9700026,"이상옥,최훈",원안가결,박석무
011830,131164,교육공무원법중개정법률안,문교체육위원회,1991-01-31,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011830&ageFrom=13&ageTo=13,박석무의원등 3인 외 68인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011830,,,,대안반영폐기,1991-02-06,1991-02-02,1991-02-01,1991-02-07,9700026,"이상옥,최훈",,박석무
011829,131163,지방교육자치에관한법률안,문교체육위원회,1991-01-31,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011829&ageFrom=13&ageTo=13,함종한의원 외 22인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011829,,,,대안반영폐기,1991-02-06,1991-02-02,1991-02-01,1991-02-07,9700026,,,함종한
011833,131162,주택사업공제조합법안,건설위원회,1991-01-31,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011833&ageFrom=13&ageTo=13,오유방의원 외 26인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011833,,,,,,,1991-02-01,1992-05-29,9700044,,,오유방
011827,131161,주택건설촉진법중개정법률안,건설위원회,1991-01-31,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011827&ageFrom=13&ageTo=13,오유방의원 외 26인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011827,,,,,,,1991-02-01,1992-05-29,9700044,,,오유방
011828,131160,농어촌발전특별조치법중개정법률안,농림수산위원회,1991-01-31,수정가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011828&ageFrom=13&ageTo=13,신재기의원등 3인 외 33인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011828,1991-05-06,1991-05-06,1991-05-03,수정가결,1991-05-01,1991-02-01,1991-01-31,1991-05-07,9700028,"박태권,정일영",원안가결,신재기
011783,131114,교권확립을위한특별법안,문교체육위원회,1990-12-12,폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011783&ageFrom=13&ageTo=13,박석무의원등 3인 외 68인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011783,,,,폐기,1991-05-03,1991-02-02,1990-12-13,1991-05-08,9700026,"이상옥,최훈",,박석무
011764,131107,주세법중개정법률안,재무위원회,1990-12-07,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011764&ageFrom=13&ageTo=13,류인학의원등 7인 외 64인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011764,,,,대안반영폐기,1990-12-17,1990-12-08,1990-12-07,1990-12-18,9700011,"강금식,김봉욱,이경재,임춘원,허만기,홍영기",,류인학
011769,131106,지방세법중개정법률안,내무위원회,1990-12-07,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011769&ageFrom=13&ageTo=13,류인학의원등 7인 외 64인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011769,,,,대안반영폐기,1990-12-14,1990-12-12,1990-12-07,1990-12-18,9700017,"강금식,김봉욱,이경재,임춘원,허만기,홍영기",,류인학
011768,131105,소득세법중개정법률안,재무위원회,1990-12-07,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011768&ageFrom=13&ageTo=13,류인학의원등 7인 외 64인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011768,,,,대안반영폐기,1990-12-17,1990-12-08,1990-12-07,1990-12-18,9700011,"강금식,김봉욱,이경재,임춘원,허만기,홍영기",,류인학
011772,131104,법인세법중개정법률안,재무위원회,1990-12-07,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011772&ageFrom=13&ageTo=13,류인학의원등 7인 외 64인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011772,,,,대안반영폐기,1990-12-17,1990-12-08,1990-12-07,1990-12-18,9700011,"강금식,김봉욱,이경재,임춘원,허만기,홍영기",,류인학
011771,131103,조세감면규제법중개정법률안,재무위원회,1990-12-07,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011771&ageFrom=13&ageTo=13,류인학의원등 7인 외 64인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011771,,,,대안반영폐기,1990-12-17,1990-12-08,1990-12-07,1990-12-18,9700011,"강금식,김봉욱,이경재,임춘원,허만기,홍영기",,류인학
011770,131102,상속세법중개정법률안,재무위원회,1990-12-07,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011770&ageFrom=13&ageTo=13,류인학의원등 7인 외 64인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011770,,,,대안반영폐기,1990-12-17,1990-12-08,1990-12-07,1990-12-18,9700011,"강금식,김봉욱,이경재,임춘원,허만기,홍영기",,류인학
011765,131101,특별소비세법중개정법률안,재무위원회,1990-12-07,철회,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011765&ageFrom=13&ageTo=13,류인학의원등 7인 외 64인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011765,,,,,,,1990-12-07,1991-10-31,9700011,"강금식,김봉욱,이경재,임춘원,허만기,홍영기",,류인학
011767,131100,부가가치세법중개정법률안,재무위원회,1990-12-07,철회,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011767&ageFrom=13&ageTo=13,류인학의원등 7인 외 64인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011767,,,,,,,1990-12-07,1991-10-31,9700011,"강금식,김봉욱,이경재,임춘원,허만기,홍영기",,류인학
011766,131099,교원지위향상을위한특별법안,문교체육위원회,1990-12-07,수정가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011766&ageFrom=13&ageTo=13,함종한의원 외 22인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011766,1991-05-06,1991-05-06,1991-05-03,수정가결,1991-05-03,1991-02-02,1990-12-07,1991-05-08,9700026,,수정가결,함종한
011724,131060,재해구제로인한의사상자구호법개정법률안,보건사회위원회,1990-11-20,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011724&ageFrom=13&ageTo=13,김인영의원등 3인 외 29인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011724,,,,대안반영폐기,1990-12-13,1990-12-11,1990-11-21,1990-12-17,9700042,"김한규,신영국",,김인영
011721,131059,영·유아의보호·교육에관한법률안,보건사회위원회,1990-11-20,수정가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011721&ageFrom=13&ageTo=13,신영순의원등 3인 외 20인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011721,1990-12-15,1990-12-15,1990-12-14,수정가결,1990-12-14,1990-12-11,1990-11-21,1990-12-18,9700042,"김장숙,이윤자",수정가결,신영순
011722,131058,석탄산업법중개정법률안,동력자원위원회,1990-11-20,원안가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011722&ageFrom=13&ageTo=13,류승규의원등 3인 외 30인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011722,1990-12-14,1990-12-14,1990-12-13,원안가결,1990-12-13,1990-12-12,1990-11-21,1990-12-15,9700035,"김일동,박우병",원안가결,류승규
011719,131057,국제무역산업박람회조직위원회지원법중개정법률안,대전국제무역산업박람지원특별위원회,1990-11-20,원안가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011719&ageFrom=13&ageTo=13,이성호의원등 3인 외 21인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011719,1990-12-13,1990-12-13,1990-12-11,원안가결,1990-12-11,1990-12-11,1990-11-21,1990-12-15,,"강삼재,이상득",수정가결,이성호
011725,131056,대한지방행정공제회법안,내무위원회,1990-11-20,수정가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011725&ageFrom=13&ageTo=13,강우혁의원 외 37인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011725,1990-12-15,1990-12-15,1990-12-14,수정가결,1990-12-14,1990-12-12,1990-11-21,1990-12-17,9700017,,원안가결,강우혁
011723,131055,특정강력범죄의처벌에관한특례법안,법제사법위원회,1990-11-20,수정가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011723&ageFrom=13&ageTo=13,윤재기의원 외 29인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011723,,,,수정가결,1990-12-15,1990-12-12,1990-11-21,1990-12-18,9700006,,,윤재기
011545,130877,농업재해대책법개정법률안,농림수산위원회,1990-07-03,수정가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011545&ageFrom=13&ageTo=13,김진영의원 외 49인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011545,1990-07-14,,1990-07-11,수정가결,1990-07-11,1990-07-05,1990-07-04,1990-07-14,9700028,,심사미료,김진영
011535,130870,농업재해대책법중개정법률안,농림수산위원회,1990-06-27,철회,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011535&ageFrom=13&ageTo=13,김진영의원 외 49인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011535,,,,,,,1990-06-28,1990-07-04,9700028,,,김진영
011526,130862,재해구제로인한의사상자구호법개정법률안,보건사회위원회,1990-06-22,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011526&ageFrom=13&ageTo=13,박실의원 외 69인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011526,,,,대안반영폐기,1990-12-13,1990-12-11,1990-06-25,1990-12-17,9700042,,,박실
011527,130861,선원법중개정법률안,교통체신위원회,1990-06-22,원안가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011527&ageFrom=13&ageTo=13,김인기의원등 2인 외 42인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011527,1990-07-11,1990-07-11,1990-07-10,원안가결,1990-07-10,1990-07-06,1990-06-25,1990-07-13,9700045,백찬기,수정가결,김인기
011528,130860,선박직원법중개정법률안,교통체신위원회,1990-06-22,원안가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011528&ageFrom=13&ageTo=13,김인기의원등 2인 외 42인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011528,1990-07-11,1990-07-11,1990-07-10,원안가결,1990-07-10,1990-07-06,1990-06-25,1990-07-13,9700045,백찬기,수정가결,김인기
011515,130849,소득세법중개정법률안,재무위원회,1990-06-16,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011515&ageFrom=13&ageTo=13,류인학의원등 8인 외 62인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011515,,,,대안반영폐기,1990-12-17,1990-11-21,1990-06-19,1990-12-18,9700011,"김태식,류준상,이경재,임춘원,최봉구,허경만,홍영기",,류인학
011511,130845,사립학교법중개정법률안,교육체육청소년위원회,1990-06-14,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011511&ageFrom=13&ageTo=13,박석무의원 외 69인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011511,,,,,,,1990-06-16,1992-05-29,9700027,,,박석무
011498,130832,남북교류협력에관한특별법안,외무통일위원회,1990-03-14,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011498&ageFrom=13&ageTo=13,이진우의원등 3인 외 213인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011498,,,,대안반영폐기,1990-07-11,1990-07-11,1990-03-16,1990-07-14,9700016,"박충순,조만후",,이진우
011497,130831,국가안전기획부법중개정법률안,국방위원회,1990-03-14,임기만료폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011497&ageFrom=13&ageTo=13,이진우의원등 3인 외 213인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011497,,,,,,,1990-07-24,1992-05-29,9700019,"박충순,조만후",,이진우
011499,130830,국가보안법중개정법률안,법제사법위원회,1990-03-14,수정가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011499&ageFrom=13&ageTo=13,이진우의원등 3인 외 213인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011499,1994-02-01,1991-02-01,,,,1991-05-07,1990-07-24,1991-05-10,9700006,"박충순,조만후",심사미료,이진우
011493,130827,광주민주화운동관련자보상등에관한법률안,법제사법위원회,1990-03-08,수정가결,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011493&ageFrom=13&ageTo=13,김동영의원 외 215인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011493,,,,심사미료,,,1990-03-08,1990-07-14,9700006,,,김동영
011490,130826,지방자치법중개정법률안,내무위원회,1990-03-07,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011490&ageFrom=13&ageTo=13,김용환의원 외 216인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011490,,,,대안반영폐기,1990-12-15,1990-03-09,1990-03-17,1990-12-17,9700017,,,김용환
011492,130825,지방의회의원선거법중개정법률안,내무위원회,1990-03-07,대안반영폐기,13,http://likms.assembly.go.kr/bill/billDetail.do?billId=011492&ageFrom=13&ageTo=13,김용환의원 외 216인,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=011492,,,,대안반영폐기,1990-12-15,1990-03-09,1990-03-17,1990-12-17,9700017,,,김용환
