대수,국회의원코드,국회의원명,국회의원한자명,정당명,선거구명,발의수(전체),발의수(대표발의),발의수(공동발의),원안가결(전체),수정가결(전체),철회(전체),부결(전체),수정안반영폐기(전체),대안반영폐기(전체),폐기(전체),임기만료폐기(전체),회기불계속폐기(전체),기타(전체),원안가결(대표발의),수정가결(대표발의),철회(대표발의),부결(대표발의),수정안반영폐기(대표발의),대안반영폐기(대표발의),폐기(대표발의),임기만료폐기(대표발의),회기불계속폐기(대표발의),기타,원안가결(공동발의),수정가결(공동발의),철회(공동발의),부결(공동발의),수정안반영폐기(공동발의),대안반영폐기(공동발의),폐기(공동발의),임기만료폐기(공동발의),회기불계속폐기(공동발의),기타(공동발의)
제18대,CRW93712,김학재,金鶴在,민주당,비례대표,50,5,45,0,1,1,0,0,11,1,36,0,0,0,0,0,0,0,3,0,2,0,0,0,1,1,0,0,8,1,34,0,0
제18대,71M8132V,신상진,申相珍,한나라당,경기 성남시중원구,780,75,705,11,33,11,0,0,263,71,391,0,0,0,2,2,0,0,39,12,20,0,0,11,31,9,0,0,224,59,371,0,0
제18대,LCJ77278,이혜훈,李惠薰,한나라당,서울 서초구갑,261,77,184,9,15,1,0,0,92,32,112,0,0,2,5,0,0,0,27,10,33,0,0,7,10,1,0,0,65,22,79,0,0
제18대,DCN7433W,정세균,丁世均,통합민주당,"전북 진안,무주,장수군,임실군",75,1,74,0,5,0,0,0,30,7,33,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,30,7,32,0,0
제18대,VE469451,최재성,崔宰誠,통합민주당,경기 남양주시갑,429,31,398,0,8,4,1,0,122,31,263,0,0,0,1,1,0,0,5,3,21,0,0,0,7,3,1,0,117,28,242,0,0
제18대,IU54544T,고승덕,高承德,한나라당,서울 서초구을,684,41,643,14,41,12,1,0,219,65,332,0,0,2,2,1,0,0,11,5,20,0,0,12,39,11,1,0,208,60,312,0,0
제18대,LG63087O,권영세,權寧世,한나라당,서울 영등포구을,213,16,197,4,10,2,0,0,88,10,99,0,0,0,0,0,0,0,9,1,6,0,0,4,10,2,0,0,79,9,93,0,0
제18대,QG36879J,이사철,李思哲,한나라당,경기 부천시원미구을,439,17,422,10,32,7,2,0,122,32,234,0,0,0,1,1,0,0,5,1,9,0,0,10,31,6,2,0,117,31,225,0,0
제18대,6MT5042E,이인기,李仁基,무소속,경북 고령군성주군칠곡군,1048,49,999,17,57,17,1,0,361,87,508,0,0,0,2,3,0,0,20,4,20,0,0,17,55,14,1,0,341,83,488,0,0
제18대,ZC87486D,김선동,金先東,민주노동당,전남 순천시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제18대,INO4490Y,손숙미,孫淑美,한나라당,비례대표,763,93,670,5,35,19,0,0,199,52,453,0,0,0,6,9,0,0,23,2,53,0,0,5,29,10,0,0,176,50,400,0,0
제18대,PWU27609,유승민,劉承旼,한나라당,대구 동구을,397,7,390,5,24,4,0,0,145,37,182,0,0,0,1,0,0,0,2,1,3,0,0,5,23,4,0,0,143,36,179,0,0
제18대,DDK4008U,이재선,李在善,자유선진당,대전 서구을,464,29,435,6,11,7,0,0,153,35,252,0,0,0,0,1,0,0,13,0,15,0,0,6,11,6,0,0,140,35,237,0,0
제18대,IDV9108J,진영,陳永,한나라당,서울 용산구,196,17,179,3,11,1,0,0,65,13,103,0,0,0,2,0,0,0,6,3,6,0,0,3,9,1,0,0,59,10,97,0,0
제18대,URV1689Q,추미애,秋美愛,통합민주당,서울 광진구을,265,27,238,2,5,5,0,0,78,7,168,0,0,0,1,0,0,0,5,0,21,0,0,2,4,5,0,0,73,7,147,0,0
제18대,DCR84445,김동철,金東喆,통합민주당,광주 광산구갑,783,62,721,5,15,6,0,0,231,54,472,0,0,0,0,0,0,0,28,4,30,0,0,5,15,6,0,0,203,50,442,0,0
제18대,CKH5381Y,노철래,盧喆來,친박연대,비례대표,504,21,483,5,20,6,0,0,137,36,300,0,0,0,0,0,0,0,6,2,13,0,0,5,20,6,0,0,131,34,287,0,0
제18대,I7Z3068X,유성엽,柳成葉,무소속,전북 정읍시,2016,59,1957,18,73,22,0,0,634,151,1118,0,0,0,3,2,0,0,13,0,41,0,0,18,70,20,0,0,621,151,1077,0,0
제18대,SEK1881Q,유재중,柳在仲,무소속,부산 수영구,647,38,609,16,36,10,1,0,196,41,347,0,0,0,1,0,0,0,9,3,25,0,0,16,35,10,1,0,187,38,322,0,0
제18대,PHE6239O,송영선,宋永仙,친박연대,비례대표,399,29,370,6,16,10,0,0,131,25,211,0,0,0,3,2,0,0,2,1,21,0,0,6,13,8,0,0,129,24,190,0,0
